name,address,latitude,longitude
McDonald's Bandar Utama Cheng,"No. 75, Jalan Inang 3, Taman Paya Rumput Utama, 76450, Bandar Cheng, Melaka, Malaysia",2.280591,102.215466
McDonald's Batu Berendam DT,"Lot PT  13668, Mukim Batu Berendam, Melaka Tengah, 75350, Hang Tuah Jaya, Melaka, Malaysia",2.251861,102.245845
McDonald's Kota Warisan DT,"17470, Mukim Dengkil, 43800, Sepang, Selangor, Malaysia",2.817303,101.694398
McDonald's Citta Mall,"G-43 & G-A43, Citta Mall, No 1, Jalan PJU 1A/48, PJU1A, Ara Damansara, 41301, Petaling Jaya, Selangor, Malaysia",3.111975,101.578998
McDonald's Petronas Miri DT,"Lot 1050(A), Jalan Bulan Sabit, Block 7, MCLD, 98000, Miri, Sarawak, Malaysia",4.412244,114.003314
McDonald's Simpang DT,"No. 97 Jalan Besar, Jalan Simpang, 34000, Taiping, Perak, Malaysia",4.82245,100.707849
McDonald's Jalan Kuala Kangsar DT,"38 Persiaran Kuala Kangsar 1, 30100, Ipoh, Perak, Malaysia",4.633755,101.087508
McDonald's Sandakan DT,"Sebahagian CL 075477584, Batu 6, Jalan Utara, 90000, Sandakan, Sabah, Malaysia",5.863421,118.055947
McDonald's PD Waterfront DT,"No 27, Jalan Persiaran PD Water Front, 71010, Port Dickson, Negeri Sembilan, Malaysia",2.521108,101.799904
McDonald's Jln Apas Tawau DT,"CL. 105509868 At Mile 4, Jalan Apas, 91000, Tawau, Sabah, Malaysia",4.251749,117.92078
McDonald's M2 Mall,"Lot 1, Level1, BUSANA, Menara MARA, No. 232, Jalan Tunku Abdul Rahman, 50100, , Kuala Lumpur , Malaysia",3.155025,101.695646
McDonald's Jalan Sulaman DT,"Off Jalan Sulaman Highway, 88450, Kota Kinabalu, Sabah, Malaysia",6.038623,116.144322
McDonald's Setia City Mall,"Unit No. LG-40, Setia City Mall, No. 7, Persiaran Setia Dagang, Bandar Setia Alam, Seksyen U13, 40170, Shah Alam, Selangor, Malaysia",3.109574,101.459611
McDonald's Pontian DT,"Lot 13182, Jalan Delima, Mukim Bandar Pontian Kecil, 82000, Pontian, Johor, Malaysia",1.47839,103.392
McDonald's Klebang DT,"PT 238632, Persiaran Klebang Putra, Taman Klebang Putra, Chemor, 31200, Ipoh, Perak, Malaysia",4.684858,101.120571
McDonald's Persiaran Raja Muda Musa DT,"Lot PT 3358, Persiaran Raja Muda Musa / KS1, Teluk Gadong Besar, 41200, Klang, Selangor, Malaysia",3.0262,101.423555
McDonald's Underwater World Langkawi,"Pantai Cenang, 07000, Langkawi, Kedah, Malaysia",6.286659,99.729632
McDonald's Indera Mahkota DT,"Lot PT 96403, HSM 67418, Bandar Indera Makhota 1, 25200, Kuantan, Pahang, Malaysia",3.825994,103.304075
McDonald's Seri Iskandar DT,"Lot 37, Jalan Persekutuan 5 (Ipoh-Lumut), 32610, Bandar Seri Iskandar, Perak, Malaysia",4.35809,100.967
McDonald's MITC Melaka DT,"Lot 15702, Mukim Bukit Katil, Daerah Melaka Tengah, Hang Tuah Jaya, 75450, , Melaka, Malaysia",2.273468,102.28563
McDonald's Taiping Lake Garden DT,"Lot 3410 (PT 1238), Jalan Sultan Mansor, Bandar Taiping, Daerah Larut Dan Matang, 34000, Taiping, Perak, Malaysia",4.854192,100.745732
McDonald's Harbour Mall Sandakan,"Lot G09, G10 & G12A, Harbour Mall Sandakan, Sandakan Harbour Square, 90000, Sandakan, Sabah, Malaysia",5.838925,118.119062
McDonald's Nong Chik DT,"Sebahagian Lot PT 22062, Jalan Kolam Air, Bandar Johor Bahru, 80100, Johor Bahru, Johor, Malaysia",1.462621,103.738764
McDonald's Pengkalan Chepa DT,"S / 36, Lot PT 1243, Jalan Bendahara 1/36, Taman Bendahara, Pengkalan Chepa, 16100, Kota Baru, Kelantan, Malaysia",6.163399,102.283462
McDonald's Pekan DT,"Sebahagian Tanah Taman, Tasik Sultan Abu Bakar(Tentative), 26600, Pekan Bandar Di Raja, Pahang, Malaysia",3.54242,103.385
McDonald's Kota Emerald DT,"Sebahagian Lot 1246, Mukim Rawang, 48000, Gombak, Selangor, Malaysia",3.317675,101.538531
McDonald's Tesco Alma DT,"Sebahagian Lot 17493, Jalan Rozhan, Pusat Perniagaan Seri Impian, 14000, Bukit Mertajam, Pulau Pinang, Malaysia",5.315213,100.477394
McDonald's Bertam DT,"Sebahagian Lot 20016, Mukim 06, Seberang Perai Utara, Jalan Bertam, 13200, , Pulau Pinang, Malaysia",5.517561,100.450309
McDonald's Triang Central DT,"Sebahagian PT 25213, Mukim Triang, Daerah Bera, 28300, Temerloh, Pahang, Malaysia",3.261359,102.435421
McDonald's Temerloh DT,"Sebahagian Lot 1304 Sek. 05 (GM 7677), Mukim Perak, 28000, Temerloh, Pahang, Malaysia",3.45181,102.409606
McDonald's TTDI (Taman Tun Dr Ismail),"No. 2, 2A & B, Jalan Tun Mohd Fuad 2, Taman Tun Dr Ismail, 60000, , Kuala Lumpur, Malaysia",3.140422,101.629268
McDonald's Bintulu DT ,"Lots 119 & 120 (State Land), Block 32, Kemena Land District, Jalan Tun Hussein Onn, 97000, Bintulu, Sarawak, Malaysia",3.197571,113.079646
McDonald's Plaza Merdeka ,"Lot Nos. G-12, G-13, Part Of L1-15 and Alfresco Area, Plaza Merdeka, No 88, Pearl Street, 93000, Kuching, Sarawak, Malaysia",1.55831,110.344
McDonald's Kluang DT,"265 & 343, GM. 3095 Dan GM. 3096, Jalan Kluang, Air Hitam, 86100, Kluang, Johor, Malaysia",2.01797,103.298
McDonald's Mutiara Rini DT                         ,"No 3, Persiaran Jaya, Taman Mutiara Rini, 81300, Skudai, Johor, Malaysia",1.514793,103.634365
McDonald's Meru Raya DT,"Lot 82, Jalan Meru Bestari A2, (Tentative) Diatas Sebahagian Zon 5, Bandar Meru Raya, Mukim Hulu Kinta, 30020, Kinta, Perak, Malaysia",4.672449,101.075803
McDonald's Forest Height DT,"Sebahagian Lot 33369, Mukim Ampangan Seremban, 70450, Seremban, Negeri Sembilan, Malaysia",2.699668,101.970494
McDonald's Petron Section 7,"Esso Sec 7 Shah Alam, No. 5, Persiaran Kayangan, Seksyen 7 (Fasa 3C), 40000, Shah Alam, Selangor, Malaysia",3.065693,101.490706
McDonald's Satok SF             ,"Lot 180 & 181, Ground & 1st Floor, Bangunan Haji Abdul Rasit, Jalan Satok, 94300, Kuching, Sarawak, Malaysia",1.553441,110.334057
McDonald's Alor Mengkudu DT,"No 8-A, Jalan Alor Mengkudu, 05400, Alor Setar, Kedah, Malaysia",6.096132,100.376143
McDonald's Batu Caves DT,"Lot 52613, Taman Samudera, 53000, Batu Caves, Selangor, Malaysia",3.235004,101.689829
McDonald's Sri Manjung 2 DT             ,"Sebahagian Lot 13108 (Plot 1), Daerah Manjung, 32200, Lumut, Perak, Malaysia",4.215935,100.671167
McDonald's Gong Badak DT  ,"Lot No 9154 GM4340, Jalan Tengku Ampuan Intan Zaharah, Mukim Kuala Nerus, 21300, Kuala Terengganu, Terengganu, Malaysia",5.398123,103.08518
McDonald's Giant Jalan Kebun DT,"PT 128899, Batu 3 1/2  Jalan Kebun, Taman Maznah, 41000, Klang, Selangor, Malaysia",3.024448,101.479768
McDonald's Taman Daya DT,"Lot PTD 110501, Jalan Nipah 2, Taman Daya, 11800, Tebrau, Johor, Malaysia",1.543608,103.762641
McDonald's Sri Serdang Prima,"No. 20-1, 20-2 & 20-3, Jalan 18/33A, Taman Sri Serdang, 43300, Seri Kembangan, Selangor, Malaysia",3.008469,101.714401
McDonald's Kok Lanas DT,"No. GM84, Lot 282 Mukim Mahang West, Kg. Kok Lanas, 16450, Kota Baru, Kelantan, Malaysia",5.918749,102.244807
McDonald's Tabuan Jaya DT,"Lot 16843, Block 11, MTLD Jalan Canna, 93150, Kuching, Sarawak, Malaysia",1.51296,110.388
McDonald's Bandar Puteri Puchong DT,"No. G-6, No. 1-6 & No. 2-6, Jalan Puteri 7/13A, Bandar Puteri, 47100, Puchong, Selangor, Malaysia",3.020178,101.625131
McDonald's Seremban DT,"Lot 24158 (PT2) & Lot 24159 (PT3), Pekan Bukit Kepayang, Mukim Rasah, 70200, Seremban, Negeri Sembilan, Malaysia",2.716899,101.918953
McDonald's Jerantut DT,"Lot 15495, Mukim Pedah, Daerah Jerantut, 27000, Jerantut, Pahang, Malaysia",3.937258,102.372711
"McDonald's MJC Batu Kawa DT, Kuching","Lot 3421 (Parent Lot 2433), Block 217 KNLD, Batu Kawa New Township, 93250, Kuching, Sarawak, Malaysia",1.511544,110.304317
McDonald's Kota Laksamana DT,"Lot PT188, Pekan Klebang Sek. IV, Daerah Melaka Tengah, Bandaraya Melaka Bersejarah, 75200, , Melaka, Malaysia",2.20288,102.223307
McDonald's BHP Taman Melawati DT,"Lot PT 8669 (HSD 113035), Mukim Setapak, 53100, , Kuala Lumpur, Malaysia",3.220205,101.735885
McDonald's Birch House DT,"No. 73   Jalan Dato' Keramat, 10150, Georgetown, Pulau Pinang, Malaysia",5.41287,100.326
McDonald's Main Place,"Lot No GF-36, Ground Floor, Main Place Mall, Jalan USJ 21/10, 47630, Subang Jaya, Selangor, Malaysia",3.026772,101.580867
McDonald's NU Sentral,"Unit No. L4. 02 & 03, Level 4, 1 Sentral, Jalan Travers, 50470, , Kuala Lumpur, Malaysia",3.133,101.687
McDonald's Bandar Sri Pinang DT,"No 2, Lebuh Sungai Pinang 4, 11600, , Pulau Pinang, Malaysia",5.395522,100.326701
McDonald's KLIA 2 Gateway,"Lot L3-47 - L3-50 & L3-33, Level 3, Gateway @ KLIA 2, H.S (D) 7429, PT No 1 Bandar Lapangan Terbang, 64000, Sepang, Selangor, Malaysia",2.742468,101.686735
McDonald's KLIA 2 Satellite,"S6-3-A09 & S6-3-A07, International Departure Level (Airside), KLIA 2, H.S. (D) 7429, PT. No. 13,  Bandar Lapangan Terbang Antarabangsa Sepang, 64000, Sepang, Selangor, Malaysia",2.739295,101.688881
McDonald's Metro City DT,"Lot 14212 (Plot 79), Metro City New Township, Section 65, Kuching Town Land District, Jalan Matang, 93050, Kuching, Sarawak, Malaysia",1.569629,110.306801
McDonald's Kangar DT,"Jalan Kampung Bakau, 01000, Kangar, Perlis, Malaysia",6.432713,100.196706
McDonald's Seremban 2 DT,"Lot PT 560, Bandar Seremban Utama, Seremban 2, 70300, Seremban, Negeri Sembilan, Malaysia",2.691995,101.906636
McDonald's Sri Petaling,"No 63 & 63-1, Jalan Radin Tengah, Bandar Baru Sri Petaling, 57000, , Kuala Lumpur, Malaysia",3.068842,101.691847
McDonald's IOI City Mall,"Lot Nos. 57 & 58, IOI City Mall, IOI Resort, 62502, Putrajaya, Selangor, Malaysia",2.970045,101.714273
McDonald's Muar DT,"Lot 3070, Jalan Bakri, Mukim Bandar Maharani, 84000, Muar, Johor, Malaysia",2.04844,102.590367
McDonald's Kajang Perdana DT,"18, Mukim Semenyih, Daerah Ulu Langat, 43000, Kajang, Selangor, Malaysia",2.989844,101.819599
McDonald's Bandar Sri Putra DT,"Sebahagian Lot 38833, Jalan Seri Putra 1/9, Bandar Seri Putra, 43000, Kajang, Selangor, Malaysia",2.886713,101.792624
McDonald's Jalan Gambang DT,"Lot 121596 (PM 20537) (Lot Lama PT 96368) (HSM68258) hingga Lot 12160 (PM20536)(Lot Lama PT 96379) (HSM PT68269) dan Tanah Kerajaan, Jalan Kuantan Gambang, Mukim Kuala Kuantan, 25150, Kuantan, Pahang, Malaysia",3.76583,103.218487
McDonald's Sabak Bernam DT,"Lot 24040 Pekan Sungai Besar, Mukim Panchang Bedena, 45300, Sabak Bernam, Selangor, Malaysia",3.673348,100.991473
McDonald's Kota Masai DT,"Sebahagian Lot 85821, Taman Kota Masai, Mukim Plentong, 81700, Pasir Gudang, Johor, Malaysia",1.492281,103.918818
McDonald's Caltex Denai Alam DT,"No 3, Persiaran Elektron, Denai Alam, Section U16, 40160, Shah Alam, Selangor, Malaysia",3.159451,101.513105
McDonald's Mid Valley 3,"Lot T-029, Level 3, Mid Valley Megamall Mall, Lingkaran Syed Putra, 59200, , Kuala Lumpur, Malaysia",3.116434,101.676772
McDonald's Aman Central,"Unit 1-39A, 58, 59, 60, 67 & 68 First Floor, Aman Central, 05100, Alor Star, Kedah, Malaysia",6.126,100.37
McDonald's Caltex Jalan Tengah DT,"No 23, Jalan Tengah, Bayan Baru, Mukim 12, 11950, Bayan Baru, Pulau Pinang, Malaysia",5.319,100.28
McDonald's Taman Ungku Tun Aminah DT,"Lot 13576, Taman Ungku Aminah, Mukim Pulai, 81300, Johor Bahru, Johor, Malaysia",1.51388,103.656314
McDonald's Kota Bahru DT,"Lot No. 2994, Seksyen 62, Wakaf Che Yeh, Jalan Kuala Krai, Mukim Padang Enggang, Daerah Kota Jajahan, 15100, Kota Baru, Kelantan, Malaysia",6.087,102.24
McDonald's KL Sentral,"Lot 14, 15, & 16, First Floor, Kuala Lumpur Sentral Station, 50470, , Kuala Lumpur, Malaysia",3.134558,101.686347
McDonald's AEON Maluri,"GF Jaya Jusco Taman Maluri, Jalan Jejaka, Taman Maluri, 55100, , Kuala Lumpur, Malaysia",3.125542,101.7282
McDonald's Mentakab Star Mall,"F & B 1, Mentakab Star Mall, No 1, Jalan Star City 1, Star City, 28400, Mentakab, Pahang, Malaysia",3.470343,102.331334
McDonald's Megamall Penang ,"G-11, 2898, Jalan Baru, Bandar Prai Jaya, 13600, Seberang Prai Tengah, Pulau Pinang, Malaysia",5.377036,100.400156
McDonald's Jalan Sultan Azlan Shah DT,"Lot 197129, Plot 2, Jalan Medan Ipoh, 1A Medan Ipoh Bistari, 31400, Ipoh, Perak, Malaysia",4.621279,101.116842
McDonald's Jalan Sulaman DT 2 KK,"Lot 2 Of NT013108278, Along Sulaman Road, 88450, Kota Kinabalu, Sabah, Malaysia",6.038623,116.144322
McDonald's Api-Api (Kota Kinabalu),"Lot No. 1/G1 & 1/G2, Ground & First Floor, Api-Api Centre, Jalan Centrepoint, 88000, Kota Kinabalu, Sabah, Malaysia",5.975,116.07
McDonald's Centre Point KK,"Lot L-9, Lower Ground Floor, Centre Point Shopping Centre, Jalan Centre Point, 88000, Kota Kinabalu, Sabah, Malaysia",5.978361,116.071903
McDonald's SS15 ,"GF, No. 82 & 84, Jalan SS 15/4D, 47500, Subang Jaya, Selangor, Malaysia",3.073517,101.589828
McDonald's Section 18 Shah Alam,"No. 37, Jalan Pinang 18B, Section 18, 40200, Shah Alam, Selangor, Malaysia",3.044275,101.518113
McDonald's Giant Shah Alam,"Lot 17-22 Ground Floor, Giant Hypermarket, Lot 2, Shah Alam Stadium, Persiaran Sukan, Seksyen 13, 40100, Shah Alam, Selangor, Malaysia",3.083944,101.549078
McDonald's Project Karak,"Lot 5946, Jalan Lingkaran Tengah II, Off Lebuhraya Karak, 53300, Gombak, Selangor, Malaysia",3.241,101.72
McDonald's Section 14 ,"No.2, Jalan 14/4, 46100, Petaling Jaya, Selangor, Malaysia",3.109603,101.636864
McDonald's PJ Old Town ,"No.66, Block Crystal, Jalan 1/19, 46200, Petaling Jaya, Selangor, Malaysia",3.086731,101.646972
McDonald's PKNS Shah Alam,"G14 & G36, Tingkat Bawah, Kompleks PKNS Shah Alam, 40000, Shah Alam, Selangor, Malaysia",3.07045,101.51715
McDonald's Kuala Terengganu DT,"Lot 3540, Jalan Sultan Mohammad, Padang Hiliran, 21100, Kuala Terengganu, Terengganu, Malaysia",5.310236,103.129434
McDonald's Caltex Chukai,"K-191 Jalan Kubang Kurus, 24000, Kemaman, Terengganu, Malaysia",4.229488,103.420062
McDonald's Putrajaya,"No. 39, Jalan Tunku Abdul Rahman,  Presint 2,  62100 Putrajaya",2.923654,101.68503880000003
McDonald's BHP Jalan Kapar,"PT 34062,  Batu 3.5, Jalan Kapar,  42100 Selangor Darul Ehsan",3.071297,101.410995
McDonald's Cyberjaya,"Prima 5B,  Prima Avenue 1,  Jalan Teknorat 5,  Cyber 5  63000 Cyberjaya,  Selangor Darul Ehsan",2.921126,101.655844
McDonald's Petrajaya DT,"Plot 1, Lot 477 (Phase 2)  Block 17, Salak Land District, Jalan Semariang, 93050 Kuching, Sarawak",1.586875,110.330971
McDonald's Kuantan Riverfront DT,"Sebahagian Lot 57 & Sebahagian Lot 5, Jalan Tanah Putih, Mukim Kuala Kuantan, Kuantan, Pahang",3.799083,103.322246
McDonald's Suria Sabah KK,"Lot G-Ext 1 & Part of Lot G35, Ground Floor, Suria Sabah Shopping Mall, No. 1, Jalan Tun Fuad Stephens,  88000 Kota Kinabalu, Sabah",5.987138650063715,116.07738433494876
McDonald’s City Square,"No. M1-06-06A, Level 1, Johor Bahru City Square, Jalan Wong Ah Fook, Johor Bahru",1.461799,103.76396030000001
